"Country or Area","Year","Area","Sex","Age","Occupation","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Female","40 - 44","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","22099","1"
"Australia","2016","Total","Female","40 - 44","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","23230","1"
"Australia","2016","Total","Female","40 - 44","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","32491","1"
"Australia","2016","Total","Female","40 - 44","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","712","1"
"Australia","2016","Total","Female","40 - 44","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","2078","1"
"Australia","2016","Total","Female","40 - 44","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","3051","1"
"Australia","2016","Total","Female","40 - 44","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","13329","1"
"Australia","2016","Total","Female","40 - 44","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","13716","1"
"Australia","2016","Total","Female","40 - 44","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","3556","1"
"Australia","2016","Total","Female","40 - 44","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","185824","1"
"Australia","2016","Total","Female","45 - 49","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","56","1"
"Australia","2016","Total","Female","45 - 49","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","20034","1"
"Australia","2016","Total","Female","45 - 49","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","44786","1"
"Australia","2016","Total","Female","45 - 49","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","22964","1"
"Australia","2016","Total","Female","45 - 49","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","26295","1"
"Australia","2016","Total","Female","45 - 49","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","34197","1"
"Australia","2016","Total","Female","45 - 49","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","800","1"
"Australia","2016","Total","Female","45 - 49","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","2416","1"
"Australia","2016","Total","Female","45 - 49","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","4094","1"
"Australia","2016","Total","Female","45 - 49","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","15980","1"
"Australia","2016","Total","Female","45 - 49","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","12581","1"
"Australia","2016","Total","Female","45 - 49","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","3595","1"
"Australia","2016","Total","Female","45 - 49","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","187798","1"
"Australia","2016","Total","Female","50 - 54","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"
"Australia","2016","Total","Female","50 - 54","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","18377","1"
"Australia","2016","Total","Female","50 - 54","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","40099","1"
"Australia","2016","Total","Female","50 - 54","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","22306","1"
"Australia","2016","Total","Female","50 - 54","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","27909","1"
"Australia","2016","Total","Female","50 - 54","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","34610","1"
"Australia","2016","Total","Female","50 - 54","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","1015","1"
"Australia","2016","Total","Female","50 - 54","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","2407","1"
"Australia","2016","Total","Female","50 - 54","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","4711","1"
"Australia","2016","Total","Female","50 - 54","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","17323","1"
"Australia","2016","Total","Female","50 - 54","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","11272","1"
"Australia","2016","Total","Female","50 - 54","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","3539","1"
"Australia","2016","Total","Female","50 - 54","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","183591","1"
"Australia","2016","Total","Female","55 - 59","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","19","1"
"Australia","2016","Total","Female","55 - 59","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","13289","1"
"Australia","2016","Total","Female","55 - 59","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","30779","1"
"Australia","2016","Total","Female","55 - 59","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","16960","1"
"Australia","2016","Total","Female","55 - 59","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","22994","1"
"Australia","2016","Total","Female","55 - 59","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","27816","1"
"Australia","2016","Total","Female","55 - 59","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","933","1"
"Australia","2016","Total","Female","55 - 59","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","1922","1"
"Australia","2016","Total","Female","55 - 59","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","3966","1"
"Australia","2016","Total","Female","55 - 59","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","15144","1"
"Australia","2016","Total","Female","55 - 59","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","9106","1"
"Australia","2016","Total","Female","55 - 59","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","2797","1"
"Australia","2016","Total","Female","55 - 59","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","145725","1"
"Australia","2016","Total","Female","60 - 64","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Female","60 - 64","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","7335","1"
"Australia","2016","Total","Female","60 - 64","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","19761","1"
"Australia","2016","Total","Female","60 - 64","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","10407","1"
"Australia","2016","Total","Female","60 - 64","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","15919","1"
"Australia","2016","Total","Female","60 - 64","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","17698","1"
"Australia","2016","Total","Female","60 - 64","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","765","1"
"Australia","2016","Total","Female","60 - 64","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","1297","1"
"Australia","2016","Total","Female","60 - 64","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","2295","1"
"Australia","2016","Total","Female","60 - 64","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","10107","1"
"Australia","2016","Total","Female","60 - 64","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","5941","1"
"Australia","2016","Total","Female","60 - 64","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","1817","1"
"Australia","2016","Total","Female","60 - 64","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","93347","1"
"Australia","2016","Total","Female","65 - 69","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","65 - 69","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","3368","1"
"Australia","2016","Total","Female","65 - 69","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","8940","1"
"Australia","2016","Total","Female","65 - 69","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","4350","1"
"Australia","2016","Total","Female","65 - 69","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","7852","1"
"Australia","2016","Total","Female","65 - 69","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","7545","1"
"Australia","2016","Total","Female","65 - 69","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","600","1"
"Australia","2016","Total","Female","65 - 69","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","511","1"
"Australia","2016","Total","Female","65 - 69","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","661","1"
"Australia","2016","Total","Female","65 - 69","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","3675","1"
"Australia","2016","Total","Female","65 - 69","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","1049","1"
"Australia","2016","Total","Female","65 - 69","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","921","1"
"Australia","2016","Total","Female","65 - 69","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","39472","1"
"Australia","2016","Total","Female","70 - 74","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","70 - 74","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","929","1"
"Australia","2016","Total","Female","70 - 74","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","2610","1"
"Australia","2016","Total","Female","70 - 74","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","1111","1"
"Australia","2016","Total","Female","70 - 74","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","2350","1"
"Australia","2016","Total","Female","70 - 74","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","2108","1"
"Australia","2016","Total","Female","70 - 74","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","382","1"
"Australia","2016","Total","Female","70 - 74","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","177","1"
"Australia","2016","Total","Female","70 - 74","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","163","1"
"Australia","2016","Total","Female","70 - 74","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","1101","1"
"Australia","2016","Total","Female","70 - 74","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","306","1"
"Australia","2016","Total","Female","70 - 74","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","452","1"
"Australia","2016","Total","Female","70 - 74","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","11689","1"
"Australia","2016","Total","Female","75 - 79","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","75 - 79","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","265","1"
"Australia","2016","Total","Female","75 - 79","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","652","1"
"Australia","2016","Total","Female","75 - 79","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","250","1"
"Australia","2016","Total","Female","75 - 79","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","594","1"
"Australia","2016","Total","Female","75 - 79","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","497","1"
"Australia","2016","Total","Female","75 - 79","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","214","1"
"Australia","2016","Total","Female","75 - 79","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","54","1"
"Australia","2016","Total","Female","75 - 79","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","37","1"
"Australia","2016","Total","Female","75 - 79","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","307","1"
"Australia","2016","Total","Female","75 - 79","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","87","1"
"Australia","2016","Total","Female","75 - 79","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","301","1"
"Australia","2016","Total","Female","75 - 79","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","3258","1"
"Australia","2016","Total","Female","80 - 84","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","80 - 84","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","88","1"
"Australia","2016","Total","Female","80 - 84","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","176","1"
"Australia","2016","Total","Female","80 - 84","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","98","1"
"Australia","2016","Total","Female","80 - 84","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","135","1"
"Australia","2016","Total","Female","80 - 84","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","117","1"
"Australia","2016","Total","Female","80 - 84","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","74","1"
"Australia","2016","Total","Female","80 - 84","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"
"Australia","2016","Total","Female","80 - 84","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Total","Female","80 - 84","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","72","1"
"Australia","2016","Total","Female","80 - 84","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","53","1"
"Australia","2016","Total","Female","80 - 84","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","185","1"
"Australia","2016","Total","Female","80 - 84","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","1036","1"
"Australia","2016","Total","Female","85 - 89","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","85 - 89","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","24","1"
"Australia","2016","Total","Female","85 - 89","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","48","1"
"Australia","2016","Total","Female","85 - 89","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Female","85 - 89","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","40","1"
"Australia","2016","Total","Female","85 - 89","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","37","1"
"Australia","2016","Total","Female","85 - 89","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","18","1"
"Australia","2016","Total","Female","85 - 89","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Female","85 - 89","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Total","Female","85 - 89","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Total","Female","85 - 89","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Total","Female","85 - 89","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","91","1"
"Australia","2016","Total","Female","85 - 89","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","340","1"
"Australia","2016","Total","Female","90 - 94","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","90 - 94","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Female","90 - 94","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","22","1"
"Australia","2016","Total","Female","90 - 94","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","13","1"
"Australia","2016","Total","Female","90 - 94","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","13","1"
"Australia","2016","Total","Female","90 - 94","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","14","1"
"Australia","2016","Total","Female","90 - 94","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Total","Female","90 - 94","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Female","90 - 94","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Female","90 - 94","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Total","Female","90 - 94","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Female","90 - 94","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","31","1"
"Australia","2016","Total","Female","90 - 94","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","141","1"
"Australia","2016","Total","Female","95 - 99","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","95 - 99","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Female","95 - 99","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","27","1"
"Australia","2016","Total","Female","95 - 99","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Total","Female","95 - 99","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Female","95 - 99","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Female","95 - 99","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","95 - 99","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","95 - 99","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","95 - 99","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Total","Female","95 - 99","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","12","1"
"Australia","2016","Total","Female","95 - 99","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Total","Female","95 - 99","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","89","1"
"Australia","2016","Total","Female","100 +","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","100 +","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Female","100 +","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Total","Female","100 +","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Female","100 +","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","100 +","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Female","100 +","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","100 +","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","100 +","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","100 +","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Female","100 +","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Female","100 +","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","100 +","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"

"footnoteSeqID","Footnote"
"1","These data have been randomly rounded to protect confidentiality. Individual figures may not add up to totals, and values for the same data may vary in different tables."
