"Country or Area","Year","Area","Sex","Age","Educational attainment","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Colombia","2005","Total","Male","30 - 34","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","35930",""
"Colombia","2005","Total","Male","30 - 34","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1381998",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","84687",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","477490",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","259183",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","285472",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","67536",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","162772",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1548",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","40324",""
"Colombia","2005","Total","Male","35 - 39","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1379012",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","92824",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","463777",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","248384",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","242566",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","56428",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","157170",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1924",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","32714",""
"Colombia","2005","Total","Male","40 - 44","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1295787",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","97195",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","416305",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","187228",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","172604",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","40347",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","133800",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2017",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","32548",""
"Colombia","2005","Total","Male","45 - 49","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1082044",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","97017",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","376483",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","131080",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","103254",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","26355",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","105982",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1686",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","30368",""
"Colombia","2005","Total","Male","50 - 54","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","872225",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","93826",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","328948",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","86222",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","63048",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","17613",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","70376",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1470",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","28549",""
"Colombia","2005","Total","Male","55 - 59","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","690052",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","88632",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","265667",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","52108",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","38128",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","9930",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","41682",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1050",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","25280",""
"Colombia","2005","Total","Male","60 - 64","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","522477",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","92601",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","224090",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","35107",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","25173",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","6028",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","24972",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","686",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","18032",""
"Colombia","2005","Total","Male","65 - 69","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","426689",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","80037",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","165175",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","23574",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","15747",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","3430",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","14246",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","633",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","16397",""
"Colombia","2005","Total","Male","70 - 74","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","319239",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","65610",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","118740",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","15162",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","10277",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","1970",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","9277",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","376",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","4032",""
"Colombia","2005","Total","Male","75 - 79","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","225444",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","37875",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","62528",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","6904",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","4653",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","797",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","4045",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","204",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","2090",""
"Colombia","2005","Total","Male","80 - 84","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","119096",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","20056",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","30503",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","2822",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","2095",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","322",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","1689",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","91",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","1250",""
"Colombia","2005","Total","Male","85 - 89","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","58828",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","6903",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","9330",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","768",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","620",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","71",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","547",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","21",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","471",""
"Colombia","2005","Total","Male","90 - 94","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","18731",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","1900",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","1967",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","145",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","128",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","13",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","105",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","7",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","159",""
"Colombia","2005","Total","Male","95 - 99","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","4424",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","564",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","338",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","77",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","26",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","2",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","16",""
"Colombia","2005","Total","Male","100 +","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2",""
"Colombia","2005","Total","Male","100 +","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","117",""
"Colombia","2005","Total","Male","100 +","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1142",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","41914",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","1824",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","278082",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","719283",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","703360",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","67768",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","109331",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","30309",""
"Colombia","2005","Total","Female","15 - 19","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1951871",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","1158803",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","4521",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","4696552",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","2798620",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","3402628",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","819324",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","1634929",""
"Colombia","2005","Total","Female","15 +","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","10092",""
"Colombia","2005","Total","Female","15 +","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","333878",""
"Colombia","2005","Total","Female","15 +","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","14859347",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","49360",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","1159",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","308353",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","310852",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","668571",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","177040",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","306380",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","760",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","31225",""
"Colombia","2005","Total","Female","20 - 24","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1853700",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","56205",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","1045",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","373372",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","267019",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","516440",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","153584",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","286673",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1530",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","30500",""
"Colombia","2005","Total","Female","25 - 29","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1686368",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","62520",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","493",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","435252",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","265383",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","388691",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","110307",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","218748",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1338",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","30947",""
"Colombia","2005","Total","Female","30 - 34","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1513679",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","74815",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","486305",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","294567",""
"Colombia","2005","Total","Female","35 - 39","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","342049",""
